,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"25,300","250","1.0","24,800","25,850","24,700","722,838","18,145,451,600","706,666,191,000","0.04","27,931,470"
,000040,KR모터스,"812","-5","-0.6","818","827","806","993,952","807,160,244","74,428,746,616","0.00","91,661,018"
,000050,경방,"10,900","-150","-1.4","11,050","11,150","10,650","39,029","423,713,800","298,826,443,000","0.02","27,415,270"
,000060,메리츠화재,"13,150","0","0.0","13,200","13,200","13,000","105,872","1,388,710,600","1,494,892,000,000","0.08","113,680,000"
,000070,삼양홀딩스,"64,500","-900","-1.4","64,900","65,400","64,300","13,214","853,149,200","552,395,479,500","0.03","8,564,271"
,000075,삼양홀딩스우,"49,200","-750","-1.5","49,950","50,100","48,400","1,666","81,295,900","14,959,653,600","0.00","304,058"
,000080,하이트진로,"37,150","-800","-2.1","37,950","38,150","37,100","290,974","10,901,517,350","2,605,463,648,650","0.13","70,133,611"
,000087,하이트진로2우B,"21,300","-300","-1.4","21,600","21,600","21,050","1,485","31,652,350","24,071,939,400","0.00","1,130,138"
,000100,유한양행,"66,400","-2,000","-2.9","68,600","68,600","66,100","490,984","32,807,047,900","4,439,292,184,000","0.22","66,856,810"
,000105,유한양행우,"68,500","-1,300","-1.9","69,700","69,700","67,900","18,019","1,233,050,000","80,894,390,000","0.00","1,180,940"
,000120,CJ대한통운,"179,500","2,000","1.1","179,500","182,000","173,500","192,425","34,538,347,500","4,094,815,748,000","0.21","22,812,344"
,000140,하이트진로홀딩스,"17,200","0","0.0","17,200","17,600","17,100","45,515","788,142,450","399,156,358,000","0.02","23,206,765"
,000145,하이트진로홀딩스우,"17,000","-200","-1.2","17,200","17,200","16,900","1,823","30,971,200","8,003,770,000","0.00","470,810"
,000150,두산,"48,700","-1,300","-2.6","50,400","50,800","48,600","118,411","5,857,690,450","804,710,764,500","0.04","16,523,835"
,000155,두산우,"40,100","-850","-2.1","41,400","41,400","39,700","23,298","939,294,500","160,258,126,200","0.01","3,996,462"
,000157,두산2우B,"89,400","-1,100","-1.2","91,500","91,500","87,700","3,767","334,552,600","79,837,597,200","0.00","893,038"
,000180,성창기업지주,"1,755","35","2.0","1,720","1,775","1,675","274,941","474,858,095","122,414,058,000","0.01","69,751,600"
,000210,대림산업,"81,200","-1,800","-2.2","83,000","83,100","81,000","340,398","27,766,941,200","2,825,760,000,000","0.14","34,800,000"
,000215,대림산업우,"42,750","-1,250","-2.8","43,750","44,000","42,300","46,450","1,991,503,500","162,450,000,000","0.01","3,800,000"
,000220,유유제약,"17,800","-200","-1.1","17,850","18,400","17,400","279,434","5,009,605,800","126,292,388,400","0.01","7,095,078"
,000225,유유제약1우,"16,050","-250","-1.5","16,250","16,550","15,900","33,960","548,025,650","18,192,113,250","0.00","1,133,465"
,000227,유유제약2우B,"43,150","-1,250","-2.8","45,600","45,600","43,150","3,999","174,481,250","7,080,052,000","0.00","164,080"
,000230,일동홀딩스,"9,760","50","0.5","9,780","9,900","9,620","7,085","68,650,730","112,634,304,000","0.01","11,540,400"
,000240,한국테크놀로지그룹,"16,100","350","2.2","15,850","16,450","15,700","716,073","11,506,954,600","1,497,624,785,300","0.08","93,020,173"
,000250,삼천당제약,"56,100","-2,500","-4.3","58,600","58,700","54,900","495,949","27,960,949,100","1,277,287,100,100","0.06","22,768,041"
,000270,기아차,"48,500","1,750","3.7","47,200","50,200","47,000","6,283,484","306,309,026,000","19,660,122,329,500","0.99","405,363,347"
,000300,대유플러스,"897","-45","-4.8","934","1,015","892","14,319,345","13,572,670,055","102,785,825,298","0.01","114,588,434"
,000320,노루홀딩스,"9,300","-70","-0.8","9,370","9,370","9,210","9,461","87,622,830","123,607,704,300","0.01","13,291,151"
,000325,노루홀딩스우,"18,000","-150","-0.8","18,000","18,150","17,750","2,462","44,315,450","3,334,500,000","0.00","185,250"
,000370,한화손해보험,"2,910","-60","-2.0","2,995","2,995","2,875","341,903","996,896,920","339,710,242,650","0.02","116,738,915"
,000390,삼화페인트,"5,100","-60","-1.2","5,160","5,180","5,080","15,571","79,539,840","134,837,630,100","0.01","26,438,751"
,000400,롯데손해보험,"1,620","5","0.3","1,615","1,630","1,600","225,726","364,731,840","502,744,838,400","0.03","310,336,320"
,000430,대원강업,"3,595","5","0.1","3,595","3,665","3,445","259,730","923,219,815","222,890,000,000","0.01","62,000,000"
,000440,중앙에너비스,"8,050","230","2.9","7,900","9,500","7,780","991,715","8,666,572,980","50,128,396,500","0.00","6,227,130"
,000480,조선내화,"74,000","0","0.0","75,300","76,800","73,600","3,290","248,270,300","296,000,000,000","0.01","4,000,000"
,000490,대동공업,"6,710","-130","-1.9","6,820","6,950","6,670","138,023","931,933,060","159,216,289,100","0.01","23,728,210"
,000500,가온전선,"24,250","-1,200","-4.7","25,300","25,300","24,000","40,432","986,418,950","100,888,414,750","0.01","4,160,347"
,000520,삼일제약,"23,050","-650","-2.7","23,700","24,150","23,000","95,211","2,218,017,200","150,553,495,250","0.01","6,531,605"
,000540,흥국화재,"2,625","-10","-0.4","2,550","2,810","2,480","2,302,787","6,121,504,130","168,636,943,125","0.01","64,242,645"
,000545,흥국화재우,"9,750","2,250","30.0","7,230","9,750","7,100","1,546,161","13,889,168,690","7,488,000,000","0.00","768,000"
,000547,흥국화재2우B,"30,400","2,250","8.0","27,000","33,300","26,500","493,265","14,996,238,950","4,669,440,000","0.00","153,600"
,000590,CS홀딩스,"56,200","-400","-0.7","56,600","57,100","56,200","3,276","185,606,300","64,881,888,400","0.00","1,154,482"
,000640,동아쏘시오홀딩스,"111,500","-1,000","-0.9","114,500","114,500","109,000","34,072","3,830,008,000","684,420,115,500","0.03","6,138,297"
,000650,천일고속,"64,700","500","0.8","66,200","66,900","63,800","5,357","349,189,300","92,470,534,000","0.00","1,429,220"
,000660,SK하이닉스,"82,200","700","0.9","81,900","82,900","81,200","4,055,050","332,692,384,768","59,841,794,403,000","3.01","728,002,365"
,000670,영풍,"487,500","-2,000","-0.4","490,500","491,000","484,000","1,615","787,031,500","897,994,500,000","0.05","1,842,040"
,000680,LS네트웍스,"2,230","-70","-3.0","2,300","2,300","2,225","88,061","199,232,195","175,730,725,680","0.01","78,803,016"
,000700,유수홀딩스,"5,310","-40","-0.8","5,400","5,400","5,280","6,897","36,688,120","138,282,021,720","0.01","26,041,812"
,000720,현대건설,"32,200","-200","-0.6","32,550","32,600","32,100","408,639","13,191,077,550","3,585,655,633,000","0.18","111,355,765"
,000725,현대건설우,"216,000","-1,000","-0.5","217,000","218,500","214,500","2,017","435,219,500","21,352,896,000","0.00","98,856"
,000760,이화산업,"15,600","100","0.6","15,250","15,800","15,250","435","6,745,600","43,680,000,000","0.00","2,800,000"
,000810,삼성화재,"187,500","-2,500","-1.3","189,500","192,000","187,000","85,350","16,147,071,500","8,882,781,937,500","0.45","47,374,837"
,000815,삼성화재우,"136,500","-2,000","-1.4","137,500","138,500","135,500","8,329","1,141,490,500","435,708,000,000","0.02","3,192,000"
,000850,화천기공,"31,250","-200","-0.6","31,450","31,450","31,000","2,995","93,430,400","68,750,000,000","0.00","2,200,000"
,000860,강남제비스코,"16,300","-300","-1.8","16,600","16,600","16,250","9,697","158,511,750","105,950,000,000","0.01","6,500,000"
,000880,한화,"26,900","-300","-1.1","27,250","27,450","26,600","585,663","15,810,831,050","2,016,389,971,500","0.10","74,958,735"
,000885,한화우,"63,900","-1,100","-1.7","64,700","66,300","63,100","29,100","1,870,537,000","30,626,886,600","0.00","479,294"
,00088K,한화3우B,"13,300","-50","-0.4","13,350","13,400","13,200","34,680","460,516,150","298,877,600,000","0.02","22,472,000"
,000890,보해양조,"857","-15","-1.7","883","883","847","2,371,780","2,030,227,944","109,224,112,661","0.01","127,449,373"
,000910,유니온,"8,800","-260","-2.9","9,060","9,100","8,800","737,738","6,573,911,370","137,382,247,200","0.01","15,611,619"
,000950,전방,"27,450","0","0.0","28,000","28,450","27,050","7,646","209,470,750","46,116,000,000","0.00","1,680,000"
,000970,한국주철관,"8,700","-100","-1.1","8,800","8,830","8,660","82,561","719,269,560","198,364,350,000","0.01","22,800,500"
,000990,DB하이텍,"36,750","-850","-2.3","37,600","37,950","36,600","731,923","27,055,673,900","1,631,648,109,000","0.08","44,398,588"
,000995,DB하이텍1우,"187,500","3,000","1.6","178,000","195,500","168,500","164,189","29,444,745,500","21,059,250,000","0.00","112,316"
,001000,신라섬유,"2,145","-45","-2.0","2,175","2,220","2,095","238,647","510,292,940","52,075,323,300","0.00","24,277,540"
,001020,페이퍼코리아,"1,705","-85","-4.8","1,750","1,760","1,645","440,783","746,881,050","59,958,507,400","0.00","35,166,280"
,001040,CJ,"84,900","-1,100","-1.3","86,700","86,700","83,500","142,659","12,058,067,300","2,477,127,130,200","0.12","29,176,998"
,001045,CJ우,"48,400","-1,500","-3.0","50,000","50,400","47,650","23,311","1,128,080,350","109,394,793,200","0.01","2,260,223"
,00104K,CJ4우(전환),"59,700","-200","-0.3","60,300","60,300","58,500","10,373","613,073,600","252,322,766,400","0.01","4,226,512"
,001060,JW중외제약,"37,950","-900","-2.3","38,850","38,850","37,800","144,750","5,518,953,550","793,916,049,300","0.04","20,920,054"
,001065,JW중외제약우,"75,000","-3,000","-3.8","78,000","78,000","74,600","6,376","481,710,500","12,927,075,000","0.00","172,361"
,001067,JW중외제약2우B,"102,500","-1,000","-1.0","103,500","104,000","98,900","6,533","655,330,100","9,263,335,000","0.00","90,374"
,001070,대한방직,"34,200","0","0.0","34,150","35,000","33,800","12,508","425,966,900","181,260,000,000","0.01","5,300,000"
,001080,만호제강,"15,400","-550","-3.4","15,950","16,050","15,250","18,229","281,872,000","63,910,000,000","0.00","4,150,000"
,001120,LG상사,"16,500","-450","-2.6","17,100","17,500","16,500","416,585","7,022,185,000","639,540,000,000","0.03","38,760,000"
,001130,대한제분,"160,500","-2,500","-1.5","163,000","163,000","160,500","3,620","583,414,000","271,245,000,000","0.01","1,690,000"
,001140,국보,"2,560","-15","-0.6","2,620","2,690","2,520","3,615,569","9,323,967,495","126,403,699,200","0.01","49,376,445"
,001200,유진투자증권,"3,825","-90","-2.3","3,915","3,970","3,800","494,116","1,899,445,840","370,514,048,850","0.02","96,866,418"
,001210,금호전기,"4,335","390","9.9","3,960","4,475","3,945","815,982","3,487,730,000","51,941,189,700","0.00","11,981,820"
,001230,동국제강,"6,200","80","1.3","6,120","6,200","6,070","381,336","2,344,890,210","591,682,969,400","0.03","95,432,737"
,001250,GS글로벌,"1,735","-25","-1.4","1,760","1,770","1,720","188,082","326,289,765","143,196,080,540","0.01","82,533,764"
,001260,남광토건,"10,450","-200","-1.9","10,650","10,650","10,350","32,089","336,208,600","102,708,984,950","0.01","9,828,611"
,001270,부국증권,"20,450","-100","-0.5","20,550","20,750","20,200","2,520","51,716,950","212,064,168,700","0.01","10,369,886"
,001275,부국증권우,"19,350","50","0.3","19,400","19,400","19,300","7,860","152,320,350","58,050,000,000","0.00","3,000,000"
,001290,상상인증권,"1,010","5","0.5","1,010","1,015","1,005","64,418","64,923,600","97,069,521,370","0.00","96,108,437"
,001340,백광산업,"3,730","-135","-3.5","3,790","3,815","3,650","3,379,543","12,603,641,655","167,545,658,110","0.01","44,918,407"
,001360,삼성제약,"3,950","-95","-2.4","4,045","4,075","3,935","1,413,791","5,624,578,260","243,121,366,350","0.01","61,549,713"
,001380,SG충방,"1,960","-35","-1.8","2,035","2,035","1,950","601,086","1,187,613,300","88,129,720,280","0.00","44,964,143"
,001390,KG케미칼,"21,750","-950","-4.2","22,700","22,750","21,750","325,560","7,184,704,600","283,037,796,000","0.01","13,013,232"
,001420,태원물산,"3,915","25","0.6","3,855","3,990","3,855","23,759","93,161,580","29,754,000,000","0.00","7,600,000"
,001430,세아베스틸,"10,050","-100","-1.0","10,150","10,200","10,000","70,462","710,776,350","360,414,295,950","0.02","35,862,119"
,001440,대한전선,"832","-28","-3.3","864","864","825","7,529,112","6,293,784,080","712,585,543,488","0.04","856,473,009"
,001450,현대해상,"22,700","-200","-0.9","23,050","23,050","22,600","226,025","5,156,791,750","2,029,380,000,000","0.10","89,400,000"
,001460,BYC,"233,000","-6,000","-2.5","236,500","238,500","231,500","530","124,277,500","145,535,295,000","0.01","624,615"
,001465,BYC우,"132,000","-1,000","-0.8","130,000","132,000","128,000","323","42,061,000","28,430,820,000","0.00","215,385"
,001470,삼부토건,"1,775","-40","-2.2","1,815","1,855","1,730","3,826,351","6,873,252,215","244,144,803,200","0.01","137,546,368"
,001500,현대차증권,"10,200","-150","-1.4","10,300","10,500","10,150","157,783","1,622,516,650","299,238,532,200","0.02","29,337,111"
,001510,SK증권,"738","-11","-1.5","748","751","736","4,656,171","3,447,036,033","348,771,546,198","0.02","472,590,171"
,001515,SK증권우,"5,670","-200","-3.4","5,940","6,040","5,650","162,666","937,467,880","22,183,954,380","0.00","3,912,514"
,001520,동양,"1,165","-20","-1.7","1,190","1,195","1,160","576,170","674,661,500","278,066,933,395","0.01","238,684,063"
,001525,동양우,"7,140","-290","-3.9","7,300","7,300","7,120","23,794","175,611,870","4,410,599,340","0.00","617,731"
,001527,동양2우B,"15,500","-600","-3.7","15,500","15,900","15,300","13,947","219,220,650","4,782,819,500","0.00","308,569"
,001529,동양3우B,"31,000","-950","-3.0","31,200","31,950","30,350","5,955","188,077,250","2,781,382,000","0.00","89,722"
,001530,DI동일,"87,300","-2,700","-3.0","90,000","90,300","86,500","17,533","1,537,546,800","215,247,665,700","0.01","2,465,609"
,001540,안국약품,"16,650","-850","-4.9","17,650","17,800","16,250","401,665","6,739,095,150","217,156,293,000","0.01","13,042,420"
,001550,조비,"22,450","-550","-2.4","22,900","23,150","22,400","62,098","1,403,358,250","116,565,765,550","0.01","5,192,239"
,001560,제일연마,"6,620","-20","-0.3","6,630","6,690","6,500","12,816","84,081,220","66,200,000,000","0.00","10,000,000"
,001570,금양,"5,150","-150","-2.8","5,350","5,370","5,140","301,092","1,568,464,520","226,847,895,250","0.01","44,048,135"
,001620,케이비아이동국실업,"645","7","1.1","649","649","629","186,027","118,923,135","42,597,136,440","0.00","66,042,072"
,001630,종근당홀딩스,"117,000","1,000","0.9","117,000","117,500","115,000","28,389","3,304,924,500","586,153,737,000","0.03","5,009,861"
,001680,대상,"26,750","-250","-0.9","27,000","27,250","26,650","204,381","5,499,761,800","926,834,668,750","0.05","34,648,025"
,001685,대상우,"17,600","50","0.3","17,600","18,000","17,300","9,023","158,437,150","24,115,924,800","0.00","1,370,223"
,001720,신영증권,"47,300","50","0.1","47,000","47,300","46,650","13,925","655,353,900","443,969,010,100","0.02","9,386,237"
,001725,신영증권우,"47,650","150","0.3","47,500","47,650","47,250","2,101","99,783,200","336,111,806,950","0.02","7,053,763"
,001740,SK네트웍스,"5,000","0","0.0","5,090","5,140","4,990","964,435","4,880,813,840","1,240,938,235,000","0.06","248,187,647"
,001745,SK네트웍스우,"167,500","-4,500","-2.6","181,500","184,000","166,500","6,698","1,162,329,500","19,036,040,000","0.00","113,648"
,001750,한양증권,"8,530","-70","-0.8","8,600","8,680","8,470","33,261","284,158,210","108,574,395,020","0.01","12,728,534"
,001755,한양증권우,"16,100","1,000","6.6","14,900","16,500","14,750","92,207","1,462,875,600","8,452,500,000","0.00","525,000"
,001770,신화실업,"19,300","-300","-1.5","19,600","19,650","19,200","6,892","133,261,850","23,447,145,400","0.00","1,214,878"
,001780,알루코,"4,280","50","1.2","4,235","4,540","4,195","7,677,147","33,352,378,765","355,514,579,120","0.02","83,064,154"
,001790,대한제당,"18,700","-100","-0.5","18,800","18,850","18,450","13,410","249,499,300","167,732,604,600","0.01","8,969,658"
,001795,대한제당우,"13,600","-100","-0.7","13,700","13,700","13,550","5,743","78,089,250","8,816,553,600","0.00","648,276"
,001800,오리온홀딩스,"13,000","100","0.8","12,900","13,200","12,900","262,292","3,411,590,450","814,390,486,000","0.04","62,645,422"
,001810,무림SP,"2,235","-30","-1.3","2,265","2,265","2,200","65,407","145,661,330","49,477,312,500","0.00","22,137,500"
,001820,삼화콘덴서,"57,300","-900","-1.6","58,500","58,800","57,000","138,467","7,962,935,900","595,633,500,000","0.03","10,395,000"
,001840,이화공영,"5,660","-80","-1.4","5,780","5,800","5,610","292,414","1,661,291,770","112,100,601,600","0.01","19,805,760"
,001880,대림건설,"25,600","-450","-1.7","26,050","26,050","25,350","57,043","1,458,755,850","564,564,070,400","0.03","22,053,284"
,001940,KISCO홀딩스,"12,000","0","0.0","12,000","12,000","11,850","19,123","227,492,350","221,716,560,000","0.01","18,476,380"
,002020,코오롱,"23,300","-150","-0.6","23,500","23,750","22,700","80,488","1,872,269,200","294,195,725,800","0.01","12,626,426"
,002025,코오롱우,"15,950","-300","-1.8","16,050","16,150","15,650","9,097","144,715,250","17,168,420,500","0.00","1,076,390"
,002030,아세아,"81,000","-400","-0.5","80,600","81,500","80,000","4,573","367,553,800","177,472,944,000","0.01","2,191,024"
,002070,비비안,"4,660","95","2.1","4,570","4,750","4,570","704,974","3,286,451,855","64,009,247,400","0.00","13,735,890"
,002100,경농,"14,350","-450","-3.0","14,850","14,850","14,250","170,362","2,463,548,950","311,276,612,500","0.02","21,691,750"
,002140,고려산업,"3,685","-95","-2.5","3,800","3,800","3,675","405,833","1,507,364,530","91,901,781,125","0.00","24,939,425"
,002150,도화엔지니어링,"7,590","-100","-1.3","7,610","7,720","7,570","57,189","434,993,120","255,934,800,000","0.01","33,720,000"
,002170,삼양통상,"61,100","-300","-0.5","61,800","63,200","60,400","17,281","1,067,008,100","183,300,000,000","0.01","3,000,000"
,002200,한국수출포장,"18,200","-100","-0.6","18,200","18,200","18,100","1,884","34,148,150","72,800,000,000","0.00","4,000,000"
,002210,동성제약,"12,800","-250","-1.9","13,050","13,200","12,800","174,917","2,260,302,400","334,092,416,000","0.02","26,100,970"
,002220,한일철강,"1,730","5","0.3","1,725","1,775","1,700","53,166","92,352,310","39,515,859,010","0.00","22,841,537"
,002230,피에스텍,"4,420","-85","-1.9","4,460","4,460","4,285","337,556","1,478,483,780","86,938,054,060","0.00","19,669,243"
,002240,고려제강,"14,000","50","0.4","13,950","14,100","13,850","29,047","405,282,100","280,000,000,000","0.01","20,000,000"
,002270,롯데푸드,"307,500","-1,500","-0.5","308,000","310,000","305,500","1,865","572,727,000","348,050,025,000","0.02","1,131,870"
,002290,삼일기업공사,"2,970","-80","-2.6","3,260","3,260","2,950","940,743","2,928,693,940","36,828,000,000","0.00","12,400,000"
,002310,아세아제지,"25,250","-200","-0.8","25,450","25,600","25,100","41,072","1,037,168,000","226,151,675,500","0.01","8,956,502"
,002320,한진,"48,200","-200","-0.4","47,700","48,800","46,950","168,837","8,056,984,150","577,178,419,200","0.03","11,974,656"
,002350,넥센타이어,"5,650","260","4.8","5,390","5,720","5,320","1,170,129","6,544,867,150","551,823,505,050","0.03","97,667,877"
,002355,넥센타이어1우B,"2,335","15","0.6","2,320","2,345","2,305","54,803","127,884,645","15,177,500,000","0.00","6,500,000"
,002360,SH에너지화학,"795","-15","-1.8","810","862","795","6,416,468","5,283,183,191","88,351,315,350","0.00","111,133,730"
,002380,KCC,"158,000","10,500","7.1","148,000","161,500","144,500","258,718","39,894,396,000","1,404,062,418,000","0.07","8,886,471"
,002390,한독,"36,700","-1,000","-2.6","38,000","38,000","36,600","74,772","2,777,181,750","505,121,661,100","0.03","13,763,533"
,002410,범양건영,"5,960","-200","-3.2","6,110","6,170","5,960","459,871","2,774,303,830","147,998,612,720","0.01","24,831,982"
,002420,세기상사,"61,600","0","0.0","0","0","0","0","0","25,107,667,200","0.00","407,592"
,002450,삼익악기,"1,400","-10","-0.7","1,415","1,425","1,390","294,218","413,231,645","126,743,281,000","0.01","90,530,915"
,002460,화성산업,"12,150","-150","-1.2","12,300","12,350","12,100","66,221","804,869,900","151,277,220,000","0.01","12,450,800"
,002600,조흥,"150,000","0","0.0","150,500","150,500","149,500","51","7,635,500","90,000,000,000","0.00","600,000"
,002620,제일파마홀딩스,"23,400","-800","-3.3","24,200","24,250","23,000","38,188","898,842,000","373,776,507,000","0.02","15,973,355"
,002630,오리엔트바이오,"1,710","25","1.5","1,680","1,730","1,660","2,294,096","3,876,550,650","202,754,641,860","0.01","118,569,966"
,002680,한탑,"2,055","-70","-3.3","2,105","2,315","2,030","750,369","1,640,165,355","45,825,373,860","0.00","22,299,452"
,002690,동일제강,"2,330","-10","-0.4","2,345","2,380","2,280","43,713","101,044,875","34,950,000,000","0.00","15,000,000"
