,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"24,550","900","3.8","23,900","25,150","22,750","2,313,031","55,662,132,000","685,717,588,500","0.04","27,931,470"
,000040,KR모터스,"741","-191","-20.5","911","965","741","7,699,063","6,570,431,072","67,920,814,338","0.00","91,661,018"
,000050,경방,"11,550","200","1.8","11,350","11,850","11,200","58,963","688,836,450","316,646,368,500","0.02","27,415,270"
,000060,메리츠화재,"12,650","-50","-0.4","12,600","12,750","12,550","184,673","2,334,455,250","1,438,052,000,000","0.07","113,680,000"
,000070,삼양홀딩스,"66,500","-1,500","-2.2","67,900","67,900","66,000","12,287","821,692,100","569,524,021,500","0.03","8,564,271"
,000075,삼양홀딩스우,"49,000","-800","-1.6","49,750","49,750","48,750","427","20,975,250","14,898,842,000","0.00","304,058"
,000080,하이트진로,"37,050","-1,000","-2.6","37,700","37,750","37,000","412,048","15,343,225,200","2,598,450,287,550","0.13","70,133,611"
,000087,하이트진로2우B,"21,450","-100","-0.5","21,550","21,650","20,650","3,348","70,808,150","24,241,460,100","0.00","1,130,138"
,000100,유한양행,"64,000","-1,500","-2.3","65,200","65,200","64,000","432,780","27,915,292,900","4,278,835,840,000","0.22","66,856,810"
,000105,유한양행우,"66,400","-1,100","-1.6","67,000","67,100","66,000","12,018","799,060,000","78,414,416,000","0.00","1,180,940"
,000120,CJ대한통운,"158,000","2,000","1.3","155,000","158,000","154,000","36,353","5,677,428,500","3,604,350,352,000","0.18","22,812,344"
,000140,하이트진로홀딩스,"17,200","-400","-2.3","17,550","17,550","17,100","43,925","754,597,000","399,156,358,000","0.02","23,206,765"
,000145,하이트진로홀딩스우,"17,200","0","0.0","17,200","17,350","16,850","1,610","27,571,850","8,097,932,000","0.00","470,810"
,000150,두산,"50,700","-2,600","-4.9","51,800","52,500","49,500","285,628","14,536,914,100","837,758,434,500","0.04","16,523,835"
,000155,두산우,"38,200","-1,350","-3.4","37,950","39,150","37,950","48,863","1,877,037,750","152,664,848,400","0.01","3,996,462"
,000157,두산2우B,"89,700","-9,200","-9.3","96,000","96,100","88,800","14,792","1,353,652,500","80,105,508,600","0.00","893,038"
,000180,성창기업지주,"1,740","-10","-0.6","1,710","1,755","1,665","334,602","576,003,065","121,367,784,000","0.01","69,751,600"
,000210,대림산업,"94,900","-1,100","-1.2","94,200","97,300","93,000","513,910","48,785,803,000","3,302,520,000,000","0.17","34,800,000"
,000215,대림산업우,"54,000","2,400","4.6","51,000","55,800","49,900","138,910","7,320,173,600","205,200,000,000","0.01","3,800,000"
,000220,유유제약,"18,350","-850","-4.4","18,600","18,900","18,150","338,275","6,276,014,700","126,665,866,200","0.01","6,902,772"
,000225,유유제약1우,"16,200","-550","-3.3","16,150","16,450","15,850","58,521","941,729,200","18,362,133,000","0.00","1,133,465"
,000227,유유제약2우B,"45,350","-1,700","-3.6","45,500","48,000","45,000","4,733","217,302,750","7,441,028,000","0.00","164,080"
,000230,일동홀딩스,"9,700","-300","-3.0","9,890","9,920","9,700","38,848","382,136,960","111,941,880,000","0.01","11,540,400"
,000240,한국테크놀로지그룹,"16,650","100","0.6","16,250","17,550","16,200","2,238,972","37,880,152,950","1,548,785,880,450","0.08","93,020,173"
,000250,삼천당제약,"53,800","-1,900","-3.4","54,500","55,200","53,600","277,617","15,050,968,200","1,224,920,605,800","0.06","22,768,041"
,000270,기아차,"42,100","-200","-0.5","42,150","42,800","41,900","1,352,778","57,034,988,200","17,065,796,908,700","0.87","405,363,347"
,000300,대유플러스,"640","5","0.8","630","652","624","1,325,524","849,692,149","73,336,597,760","0.00","114,588,434"
,000320,노루홀딩스,"9,140","-20","-0.2","9,180","9,180","9,070","11,470","104,393,780","121,481,120,140","0.01","13,291,151"
,000325,노루홀딩스우,"19,500","300","1.6","18,600","19,500","18,500","1,606","30,499,300","3,612,375,000","0.00","185,250"
,000370,한화손해보험,"2,800","55","2.0","2,700","2,825","2,690","479,335","1,331,260,170","326,868,962,000","0.02","116,738,915"
,000390,삼화페인트,"5,160","50","1.0","5,110","5,180","5,060","20,569","105,441,750","136,423,955,160","0.01","26,438,751"
,000400,롯데손해보험,"1,595","-5","-0.3","1,590","1,605","1,575","169,245","269,393,450","494,986,430,400","0.03","310,336,320"
,000430,대원강업,"3,220","-30","-0.9","3,250","3,260","3,195","33,862","109,102,915","199,640,000,000","0.01","62,000,000"
,000440,중앙에너비스,"7,740","0","0.0","7,730","7,740","7,610","10,764","82,702,090","48,197,986,200","0.00","6,227,130"
,000480,조선내화,"71,200","-300","-0.4","71,500","71,700","71,000","982","70,000,400","284,800,000,000","0.01","4,000,000"
,000490,대동공업,"6,560","-70","-1.1","6,520","6,600","6,400","73,901","481,637,450","155,657,057,600","0.01","23,728,210"
,000500,가온전선,"25,800","850","3.4","24,700","26,850","24,300","162,864","4,223,930,950","107,336,952,600","0.01","4,160,347"
,000520,삼일제약,"24,200","-600","-2.4","24,000","24,850","23,500","203,363","4,926,831,750","158,064,841,000","0.01","6,531,605"
,000540,흥국화재,"2,425","-15","-0.6","2,390","2,560","2,360","113,758","279,145,775","155,788,414,125","0.01","64,242,645"
,000545,흥국화재우,"6,020","-90","-1.5","6,080","6,080","5,950","8,366","50,239,410","4,623,360,000","0.00","768,000"
,000547,흥국화재2우B,"24,300","-350","-1.4","24,400","24,550","23,650","3,375","81,219,900","3,732,480,000","0.00","153,600"
,000590,CS홀딩스,"55,300","-1,200","-2.1","56,300","57,100","55,300","1,310","73,203,900","63,842,854,600","0.00","1,154,482"
,000640,동아쏘시오홀딩스,"102,500","-3,500","-3.3","106,500","106,500","102,000","19,049","1,971,017,500","629,175,442,500","0.03","6,138,297"
,000650,천일고속,"63,900","-100","-0.2","63,100","64,000","62,500","1,835","116,263,400","91,327,158,000","0.00","1,429,220"
,000660,SK하이닉스,"77,300","-2,100","-2.6","77,900","78,400","77,200","3,918,435","305,036,735,025","56,274,582,814,500","2.88","728,002,365"
,000670,영풍,"482,500","-4,000","-0.8","483,500","484,500","480,000","1,590","766,510,000","888,784,300,000","0.05","1,842,040"
,000680,LS네트웍스,"2,200","0","0.0","2,150","2,245","2,135","78,775","173,572,220","173,366,635,200","0.01","78,803,016"
,000700,유수홀딩스,"5,160","0","0.0","5,100","5,170","5,080","23,055","118,471,870","134,375,749,920","0.01","26,041,812"
,000720,현대건설,"32,200","-450","-1.4","32,250","32,400","32,000","498,767","16,028,540,050","3,585,655,633,000","0.18","111,355,765"
,000725,현대건설우,"214,500","-2,500","-1.2","217,500","217,500","211,500","1,783","382,608,500","21,204,612,000","0.00","98,856"
,000760,이화산업,"15,100","600","4.1","14,500","15,900","14,500","3,812","57,530,800","42,280,000,000","0.00","2,800,000"
