,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"18,050","100","0.6","17,800","18,350","17,550","481,113","8,615,088,550","504,163,033,500","0.02","27,931,470"
,000040,KR모터스,"1,035","-15","-1.4","1,035","1,065","1,025","1,727,826","1,797,177,425","94,869,153,630","0.00","91,661,018"
,000050,경방,"12,450","1,150","10.2","11,300","14,000","11,300","682,854","8,776,158,250","341,320,111,500","0.02","27,415,270"
,000060,메리츠화재,"15,150","0","0.0","15,150","15,350","15,050","246,543","3,737,360,350","1,722,252,000,000","0.08","113,680,000"
,000070,삼양홀딩스,"67,800","1,700","2.6","66,100","68,600","65,500","25,742","1,741,798,600","580,657,573,800","0.03","8,564,271"
,000075,삼양홀딩스우,"48,000","250","0.5","47,750","48,350","47,750","690","33,088,850","14,594,784,000","0.00","304,058"
,000080,하이트진로,"33,750","150","0.4","33,600","34,350","33,600","311,541","10,584,841,050","2,367,009,371,250","0.11","70,133,611"
,000087,하이트진로2우B,"21,100","50","0.2","21,050","21,400","20,850","3,149","66,711,950","23,845,911,800","0.00","1,130,138"
,000100,유한양행,"64,800","1,600","2.5","63,200","65,000","63,200","342,327","22,072,912,800","4,332,321,288,000","0.21","66,856,810"
,000105,유한양행우,"63,700","800","1.3","62,900","64,700","62,900","16,920","1,081,076,700","75,225,878,000","0.00","1,180,940"
,000120,CJ대한통운,"164,000","7,000","4.5","158,500","164,500","157,000","151,690","24,499,021,000","3,741,224,416,000","0.18","22,812,344"
,000140,하이트진로홀딩스,"15,650","50","0.3","15,500","15,900","15,500","28,762","450,741,100","363,185,872,250","0.02","23,206,765"
,000145,하이트진로홀딩스우,"15,100","0","0.0","15,150","15,150","15,000","851","12,772,000","7,109,231,000","0.00","470,810"
,000150,두산,"49,100","-150","-0.3","49,800","49,800","48,700","47,006","2,311,460,250","811,320,298,500","0.04","16,523,835"
,000155,두산우,"41,100","200","0.5","41,400","41,400","40,900","15,684","643,989,650","164,254,588,200","0.01","3,996,462"
,000157,두산2우B,"80,000","-200","-0.2","79,200","80,000","79,200","415","32,945,800","71,443,040,000","0.00","893,038"
,000180,성창기업지주,"1,995","15","0.8","2,010","2,070","1,970","953,258","1,927,557,220","139,154,442,000","0.01","69,751,600"
,000210,대림산업,"82,800","700","0.8","82,200","83,200","81,300","184,996","15,286,289,300","2,881,440,000,000","0.14","34,800,000"
,000215,대림산업우,"44,050","150","0.3","43,600","44,400","43,600","15,194","670,301,350","167,390,000,000","0.01","3,800,000"
,000220,유유제약,"14,700","850","6.1","13,950","14,700","13,700","360,372","5,181,120,500","104,925,851,100","0.01","7,137,813"
,000225,유유제약1우,"13,000","350","2.8","12,800","13,100","12,600","13,203","169,346,100","14,735,045,000","0.00","1,133,465"
,000227,유유제약2우B,"32,500","600","1.9","32,600","32,600","31,450","1,341","42,643,000","5,332,600,000","0.00","164,080"
,000230,일동홀딩스,"9,150","-130","-1.4","9,290","9,330","9,150","36,190","332,737,360","105,594,660,000","0.01","11,540,400"
,000240,한국테크놀로지그룹,"16,300","300","1.9","15,950","16,350","15,800","305,792","4,920,172,100","1,516,228,819,900","0.07","93,020,173"
,000250,삼천당제약,"56,500","1,700","3.1","55,400","57,300","54,800","413,171","23,308,853,600","1,286,394,316,500","0.06","22,768,041"
,000270,기아차,"58,200","-300","-0.5","58,600","59,200","57,400","2,360,865","137,003,640,500","23,592,146,795,400","1.13","405,363,347"
,000300,대유플러스,"848","4","0.5","846","865","835","1,407,796","1,194,614,359","97,170,992,032","0.00","114,588,434"
,000320,노루홀딩스,"9,700","-20","-0.2","9,720","9,760","9,670","7,970","77,288,330","128,924,164,700","0.01","13,291,151"
,000325,노루홀딩스우,"17,850","-50","-0.3","17,900","17,900","17,750","345","6,172,350","3,306,712,500","0.00","185,250"
,000370,한화손해보험,"2,990","40","1.4","2,945","3,015","2,945","476,255","1,417,380,280","349,049,355,850","0.02","116,738,915"
,000390,삼화페인트,"8,650","1,990","29.9","7,840","8,650","7,750","8,631,388","70,656,640,640","228,695,196,150","0.01","26,438,751"
,000400,롯데손해보험,"1,800","20","1.1","1,780","1,805","1,770","406,373","727,431,705","558,605,376,000","0.03","310,336,320"
,000430,대원강업,"3,995","-25","-0.6","4,000","4,025","3,990","97,658","391,105,915","247,690,000,000","0.01","62,000,000"
