,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"18,400","0","0.0","18,750","18,750","17,950","156,606","2,869,705,550","513,939,048,000","0.03","27,931,470"
,000040,KR모터스,"997","-8","-0.8","1,015","1,020","983","877,561","875,443,546","91,386,034,946","0.00","91,661,018"
,000050,경방,"10,750","-100","-0.9","10,950","10,950","10,600","6,340","67,949,350","294,714,152,500","0.02","27,415,270"
,000060,메리츠화재,"14,750","100","0.7","14,750","15,000","14,650","37,650","557,599,300","1,676,780,000,000","0.09","113,680,000"
,000070,삼양홀딩스,"63,000","200","0.3","63,300","63,800","62,600","4,794","304,233,700","539,549,073,000","0.03","8,564,271"
,000075,삼양홀딩스우,"48,350","550","1.2","48,700","48,700","47,450","43","2,047,900","14,701,204,300","0.00","304,058"
,000080,하이트진로,"34,250","550","1.6","34,150","34,650","34,000","84,674","2,904,769,800","2,402,076,176,750","0.12","70,133,611"
,000087,하이트진로2우B,"20,600","100","0.5","20,600","21,050","20,550","1,997","41,710,850","23,280,842,800","0.00","1,130,138"
,000100,유한양행,"63,900","900","1.4","64,400","64,400","63,300","202,711","12,938,748,600","4,272,150,159,000","0.22","66,856,810"
,000105,유한양행우,"62,600","200","0.3","62,900","63,400","62,000","5,783","362,914,700","73,926,844,000","0.00","1,180,940"
,000120,CJ대한통운,"162,500","-500","-0.3","163,500","164,500","161,000","21,385","3,476,057,500","3,707,005,900,000","0.19","22,812,344"
,000140,하이트진로홀딩스,"15,250","50","0.3","15,350","15,600","15,200","5,018","77,222,650","353,903,166,250","0.02","23,206,765"
,000145,하이트진로홀딩스우,"15,150","200","1.3","16,000","16,000","15,150","263","4,050,500","7,132,771,500","0.00","470,810"
,000150,두산,"47,100","0","0.0","47,100","47,300","46,800","18,801","884,491,400","778,272,628,500","0.04","16,523,835"
,000155,두산우,"39,300","300","0.8","39,100","39,350","38,900","2,493","97,506,900","157,060,956,600","0.01","3,996,462"
,000157,두산2우B,"79,800","0","0.0","81,000","81,500","79,700","163","13,199,500","71,264,432,400","0.00","893,038"
,000180,성창기업지주,"1,920","-10","-0.5","1,980","1,980","1,890","1,211,042","2,341,219,815","133,923,072,000","0.01","69,751,600"
,000210,대림산업,"79,100","700","0.9","79,500","80,600","78,600","141,974","11,283,116,000","2,752,680,000,000","0.14","34,800,000"
,000215,대림산업우,"41,950","-250","-0.6","42,300","42,500","41,750","10,052","422,094,200","159,410,000,000","0.01","3,800,000"
,000220,유유제약,"14,150","-300","-2.1","14,650","14,700","13,900","109,201","1,549,744,400","101,000,053,950","0.01","7,137,813"
,000225,유유제약1우,"13,850","-200","-1.4","14,150","14,300","13,750","8,108","112,872,650","15,698,490,250","0.00","1,133,465"
,000227,유유제약2우B,"34,100","-800","-2.3","34,950","34,950","34,050","840","28,708,550","5,595,128,000","0.00","164,080"
